09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/view/id/{productId}],methods=[GET]}" onto public java.lang.String com.enter.controller.ProductController.findProductById(org.springframework.ui.Model,java.lang.Long) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/view],methods=[GET]}" onto public java.lang.String com.enter.controller.ProductController.listMall(org.springframework.ui.Model) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/service/view/status/{state}],methods=[GET]}" onto public java.lang.String com.enter.controller.SaleServiceController.findSaleServiceByUserAndState(org.springframework.ui.Model,java.lang.String) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/service/cancer],methods=[PUT]}" onto public java.lang.Object com.enter.controller.SaleServiceController.cancerSaleService(java.lang.Long) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/service/apply/{orderNum}],methods=[GET]}" onto public java.lang.String com.enter.controller.SaleServiceController.applyForSaleService(java.lang.String,org.springframework.ui.Model) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/service/view/orderId/{orderId}],methods=[GET]}" onto public java.lang.String com.enter.controller.SaleServiceController.findSaleServiceByOrderId(java.lang.Long,org.springframework.ui.Model) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/service/view],methods=[GET]}" onto public java.lang.String com.enter.controller.SaleServiceController.findSaleServiceByUser(org.springframework.ui.Model) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/service/view/id/{id}],methods=[GET]}" onto public java.lang.String com.enter.controller.SaleServiceController.getSaleServiceById(java.lang.Long,org.springframework.ui.Model) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/service/add],methods=[POST]}" onto public java.lang.Object com.enter.controller.SaleServiceController.addSaleService(com.enter.entity.SaleService) 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/service/tip/success],methods=[GET]}" onto public java.lang.String com.enter.controller.SaleServiceController.applySuccess() 
09:17:21.683 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/]}" onto public java.lang.String com.enter.controller.StaticController.index(org.springframework.ui.Model) 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/media]}" onto public java.lang.String com.enter.controller.StaticController.media() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login]}" onto public java.lang.String com.enter.controller.StaticController.login() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/deliveryInfo]}" onto public java.lang.String com.enter.controller.StaticController.deliveryInfo() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/songs]}" onto public java.lang.String com.enter.controller.StaticController.songs() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/music]}" onto public java.lang.String com.enter.controller.StaticController.music() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/about]}" onto public java.lang.String com.enter.controller.StaticController.about() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/discount]}" onto public java.lang.String com.enter.controller.StaticController.discount() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/activity]}" onto public java.lang.String com.enter.controller.StaticController.activity() 
